all_time_snapshot_count,arbitration_confidence,arbitration_spread_pick,arbitration_total_pick,away_3pt_pct,away_b2b_flag,away_fatigue_flag,away_rest_days,away_team,away_went_ot_last_game,consensus_book_count,edge_bucket,favorite_dog_bias_flag,game_date_local,game_id,historical_bucket_win_rate,home_3pt_pct,home_b2b_flag,home_fatigue_flag,home_rest_days,home_team,home_went_ot_last_game,model_confidence,model_name,model_projected_margin,model_projected_total,model_regime_normal,model_spread_edge,model_spread_pick,model_total_edge,model_total_pick,moneyline_home_last,odds_snapshot_last_utc,over_under_bias_flag,override_confidence_delta,override_pick,override_reason,parlay_edge_score,spread_edge,spread_edge_percentile,spread_home_consensus,spread_home_consensus_all_time,spread_home_last,three_pt_diff,total_consensus,total_consensus_all_time,total_edge,total_edge_percentile,total_last
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,FatiguePlus_v3,,,,9.939393939393938,AWAY,5.110909090909104,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,InjuryModel_v2,,,,11.218993939393938,AWAY,5.225309090909093,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,Joel_Baseline_v1,,,,-9.939393939393938,AWAY,5.5909090909090935,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,MarketBlend_v1,,,,23.930909090909083,AWAY,2.851363636363658,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,MarketPressure_v2,,,,9.939393939393938,AWAY,4.193181818181813,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,Momentum5Game_v1,,,,9.0,AWAY,7.0,OVER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
7,,,,,False,True,1,Philadelphia 76ers,,11,8+,,2026-03-12T00:00:00Z,0022500953,0.4878048780487805,,False,True,1,Detroit Pistons,,,MonkeyDarts_v2,,,,12.952365023171824,AWAY,-3.176531320966774,UNDER,-950,2026-03-12T02:54:03.313201+00:00,,,,,15.530303030303031,-9.939393939393938,0.9,-14.5,-14.5,-14.5,0,221.136,221.0,5.5909090909090935,0.5,221.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,FatiguePlus_v3,,,,-6.752757352941174,HOME,4.177169117647082,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,InjuryModel_v2,,,,-4.337057352941174,HOME,3.966969117647068,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,Joel_Baseline_v1,,,,6.752757352941174,HOME,4.657169117647072,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,MarketBlend_v1,,,,-14.556093750000016,HOME,2.375156250000032,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,MarketPressure_v2,,,,-6.752757352941174,HOME,3.492876838235304,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,Momentum5Game_v1,,,,2.6,AWAY,3.5,OVER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Phoenix Suns,,11,4-8,,2026-03-12T00:00:00Z,0022500954,0.5301204819277109,,False,True,1,Indiana Pacers,,,MonkeyDarts_v2,,,,-12.779053540131672,HOME,-2.638766909240559,UNDER,290,2026-03-12T02:54:03.313201+00:00,,,,,11.409926470588246,6.752757352941174,0.75,8.818,8.773,9.0,0,225.5,226.0,4.657169117647072,0.5,225.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,FatiguePlus_v3,,,,7.9926406926406965,AWAY,-1.7276190476190436,UNDER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,InjuryModel_v2,,,,7.304715692640697,AWAY,0.1489309523809652,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,Joel_Baseline_v1,,,,-5.892640692640697,AWAY,0.5523809523809575,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,MarketBlend_v1,,,,23.99475324675325,AWAY,0.2817142857142869,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,MarketPressure_v2,,,,5.892640692640697,AWAY,0.41428571428571104,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,Momentum5Game_v1,,,,-2.8,HOME,7.6,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Washington Wizards,,8,4-8,,2026-03-12T00:00:00Z,0022500955,0.5301204819277109,,True,True,0,Orlando Magic,,,MonkeyDarts_v2,,,,9.17266456169412,AWAY,1.6273923111160684,OVER,-1100,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,6.445021645021654,-5.892640692640697,0.75,-14.312,-14.312,-13.5,0,230.688,230.0,0.5523809523809575,0.1,231.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,FatiguePlus_v3,,,,8.529411764705884,AWAY,-0.1547899159663757,UNDER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,InjuryModel_v2,,,,8.529411764705884,AWAY,0.32521008403361407,OVER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,Joel_Baseline_v1,,,,-8.529411764705884,AWAY,0.32521008403361407,OVER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,MarketBlend_v1,,,,24.650000000000006,AWAY,0.16585714285716335,OVER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,MarketPressure_v2,,,,8.529411764705884,AWAY,0.24390756302520344,OVER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,Momentum5Game_v1,,,,-2.5,HOME,6.3,OVER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Brooklyn Nets,,10,8+,,2026-03-12T00:00:00Z,0022500956,0.4878048780487805,,False,True,1,Atlanta Hawks,,,MonkeyDarts_v2,,,,0.9128502000332777,AWAY,-4.3514258039226945,UNDER,-950,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,8.854621848739498,-8.529411764705884,0.9,-14.35,-13.85,-14.5,0,226.45,226.45,0.32521008403361407,0.1,226.5
6,,,,,False,True,1,Milwaukee Bucks,,10,1-2,,2026-03-12T00:00:00Z,0022500957,0.4696969696969697,,False,True,1,Miami Heat,,,FatiguePlus_v3,,,,1.475429975429961,AWAY,-0.03651105651104558,UNDER,-260,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,1.918918918918905,-1.475429975429961,0.1,-6.25,-6.15,-6.0,0,229.75,229.4,0.4434889434889442,0.1,230.0
6,,,,,False,True,1,Milwaukee Bucks,,10,1-2,,2026-03-12T00:00:00Z,0022500957,0.4696969696969697,,False,True,1,Miami Heat,,,InjuryModel_v2,,,,5.437254975429961,AWAY,-0.6884610565110449,UNDER,-260,2026-03-12T02:54:03.313201+00:00,,-0.5,UNDER,Tight total edge; recent shooting volatility suggests caution,1.918918918918905,-1.475429975429961,0.1,-6.25,-6.15,-6.0,0,229.75,229.4,0.4434889434889442,0.1,230.0
